1	600	0	24	92	321.1437546216	76
1	600	0	39	56	226.1856400314	55
2	600	0	31	61	231.925625038	52
1	600	0	20	88	303.4589423336	68
2	600	0	32	62	236.34682811	54
1	600	0	18	94	319.9147574712	72
1	400	0	21	47	175.0644836772	28
1	600	0	18	83	285.129703209	61
1	600	0	16	111	371.155626871	87
2	800	0	10	90	297.194243536	60
1	600	0	20	85	293.97210935299995	65
1	1000	0	36	59	231.8956967766	55
1	800	0	33	67	253.4171418228	60
1	800	0	21	91	314.204700726	72
1	1200	0	25	152	512.1393396454	137
1	600	0	24	97	336.9551429226	81
1		2200		111.90566037735849		358.98243164498945		159
1		1000		108.41935483870968		199.03646547964135		93
1		400		110.95294117647059		187.58965933304682		85
1		1600		109.57317073170732		178.58594235343935		82
1		800		105.91011235955057		176.81618479498346		89
1		1400		109.72164948453609		211.22885111345093		97
1		800		108.28571428571429		194.26324471257544		91
1		600		106.70422535211267		144.51404163106392		71
1		400		104.5		103.29920849729076		54
1		1000		108.65168539325843		188.5281908365138		89
1		1200		106.66666666666667		179.26676448539175		87
1		800		110.96774193548387		205.16973608277843		93
1		600		110.18181818181819		167.18551884834974		77
1		800		112.29807692307692		235.45828060406933		104
2		600		111.28260869565217		206.1628022266215		92
1		600		107.48387096774194		192.38092226987902		93
1		1000		103.88172043010752		181.83905155467184		93
1		600		108.16363636363636		115.67323320999583		55
1		1000		106.96629213483146		185.12728100547338		89
1		400		106.26415094339623		107.69025480224995		53
1		600		112.73972602739725		167.93525357038203		73
1		400		109.49180327868852		130.87909935819013		61
1		1000		115.38775510204081		234.9771188734985		98
1		1400		110.19565217391305		201.47984676671513		92
1		600		113.67213114754098		142.98670916635788		61
2		1400		109.61627906976744		187.45813794033188		86
1		1200		112.6086956521739		210.33056503289174		92
1		800		107.74285714285715		146.3995373890933		70
1		1200		114.57142857142857		233.10492872251757		98
1		800		110.66666666666667		205.1302391870642		93
1		600		104.56862745098039		99.5447010727026		51
1		1200		107.66666666666667		185.70088721873745		90
1		400		109.91764705882353		185.8649630397926		85
1		1000		109.04938271604938		173.56562809682342		81
2		600		105.93939393939394		132.52585178044032		66
1		800		109.62790697674419		185.34328869507317		86
1		400		114.26666666666667		141.28664817953202		60
1		400		108.54		107.00117251357699		50
1		800		112.02020202020202		224.77739332243976		99
1		1000		108.31764705882352		179.49438535165862		85
1		600		108.04040404040404		208.3092360416437		99
1		1200		106.6086956521739		186.67422942975648		92
1		1000		111.37623762376238		225.8385841295744		101
1		600		101.54347826086956		86.02773006807027		46
1		1000		110.6116504854369		226.03650622360163		103
1		800		105.26966292134831		177.5002797086497		89
1		400		112.13592233009709		236.1114670128375		103
1		600		111.97826086956522		210.28347267280435		92
1		1000		108.83333333333333		192.28553159426073		90
1		800		115.82795698924731		225.3292537678784		93
1		1600		106.29166666666667		196.39762531258947		96
1		400		105.43103448275862		115.8785090729623		58
1		1200		110.22916666666667		210.45181892277455		96
1		1000		112.77173913043478		211.7806404546207		92
1		800		106.64556962025317		161.22024736696937		79
1	600	0	17	91	309.1689990788	68
